"","x","y"
"3045x5574",3044.51974810645,5573.56249455875
"3127x3550",3126.89510821415,3549.99993671687
"3109x991",3109.07488627288,991.214136889259
"3142x5223",3142.15608500905,5222.57407795673
"3170x4419",3169.66580729167,4419.23825520833
"3191x2032",3191.05581716934,2031.79693164406
"3193x3278",3192.58114825401,3277.76335901578
"3190x67",3189.6003330866,67.1450407105848
"3210x5543",3209.69294164944,5543.17597059499
"3178x6390",3178.40181323663,6389.70647728417
"3203x2480",3203.01829823295,2480.36200998085
"3217x1786",3217.20340141419,1785.59908524564
"3165x1605",3165.01863727871,1605.03281240271
"3254x647",3253.93094872358,647.203679321191
"3258x1076",3257.76724541177,1075.76760311477
"3289x4106",3289.36300527037,4106.45232290869
"3254x1284",3254.42975680323,1284.21205338865
"3287x2225",3286.57941748637,2225.39389538866
"3301x407",3300.5184005813,407.446828517695
"3263x2923",3263.10989441447,2923.25794562256
"3325x3157",3324.9590049054,3156.85156399312
"3354x3515",3353.90511004785,3514.84706220096
"3325x6045",3324.85563616071,6044.9896391369
"3364x1480",3363.74907395741,1480.02083910798
"3380x4748",3380.44286903276,4747.76145889067
"3366x4389",3365.65192633538,4389.47912557985
"3403x238",3402.8380650929,238.010534708967
"3371x860",3371.34355759123,860.038369124493
"3388x5201",3388.41728501937,5201.48509769973
"3403x1139",3402.68524075842,1139.15591324512
"3456x617",3456.34023558256,617.325551646946
"3455x4948",3455.32672699968,4947.75025687638
"3478x5885",3478.35050753326,5885.44876822335
"3455x3940",3455.14898083359,3939.57304533009
"3560x1126",3560.17517410897,1126.15919705039
"3513x3509",3512.67887629443,3508.64053316541
"3525x4249",3524.74605295118,4249.47194559145
"3539x2725",3538.76048087599,2724.7455683602
"3598x3920",3598.4360698664,3919.81979944654
"3515x4106",3514.82206023403,4105.69806253597
"3559x5192",3558.61469565879,5192.01123994621
"3595x2939",3595.47551520392,2939.44744199452
"3583x981",3583.26897302731,981.330708661417
"3582x5537",3581.82474159892,5537.06944782489
"3635x3143",3635.13773956654,3142.80681149408
"3628x3628",3627.54849064557,3627.67319477319
"3619x1701",3618.64749733759,1701.45034611289
"3602x2222",3602.08029307841,2221.71034662158
"3657x4163",3656.90213712407,4162.5874190117
"3665x1449",3665.17560565429,1448.79025953366
"3682x6157",3682.04697472556,6156.82194828404
"3643x112",3642.69087512971,111.569007263923
"3702x5289",3702.40146006716,5288.87078405607
"3697x3465",3696.70206166186,3465.08390775786
"3709x4779",3709.17608841903,4778.67065833734
"3723x4545",3723.16305475764,4545.24008542253
"3738x4020",3737.91548369227,4020.19323454054
"3746x2408",3745.61581496326,2407.90712675351
"3778x3306",3777.89219896835,3306.24446110846
"3806x4345",3806.14118503735,4344.73917851075
"3787x1828",3786.62689804772,1827.69322290147
"3831x2123",3830.91392143857,2122.69942516029
"3796x5486",3796.20648099633,5485.95195679336
"3804x3702",3804.44148730375,3701.6377649718
"3840x5169",3839.6882405136,5169.00435826505
"3836x6012",3836.24686787742,6012.06053743304
"3832x3041",3831.95716333795,3041.06671445521
"3867x1566",3867.25538778619,1565.79395731589
"3834x4986",3833.55056179775,4985.65133342358
"3869x1172",3868.64036168434,1172.43056716681
"3826x2771",3826.06822186624,2770.65694833801
"3896x3910",3895.50050665642,3910.2002166393
"3890x675",3890.21598109763,675.399119321233
"3911x4046",3911.4337572364,4046.26079529278
"3894x197",3894.12877587529,196.660592895477
"3925x2545",3924.73109695744,2544.93964367173
"3936x493",3935.69475204622,493.308870394571
"3959x939",3959.37952656937,938.500230430836
"4035x2905",4034.80477036979,2905.2790920279
"4016x3267",4016.31091071315,3266.94645019438
"3992x73",3992.47415723715,73.4138083451202
"4000x358",3999.5187369882,358.486265325006
"4004x2373",4004.16324300156,2372.83417372513
"4015x4988",4015.36616301986,4988.33260902522
"4048x3718",4048.28851980008,3718.43757016532
"4000x5637",3999.85379348291,5637.13963440729
"4024x1341",4024.48165183482,1341.26903976269
"4000x1947",3999.95171139573,1947.09695299533
"4056x2718",4056.08496005766,2717.52003123311
"4099x1151",4098.85394656582,1151.42720507503
"4095x4021",4095.12999869315,4020.85007187663
"4081x1490",4081.28413221743,1489.54146588892
"4091x4648",4090.78724670013,4648.33809258226
"4156x5281",4156.27342570997,5280.67968171217
"4107x5920",4107.21865524965,5919.67072966343
"4151x2300",4151.35158342524,2300.14056509637
"4144x1655",4144.26076989206,1654.96140987678
"4124x2032",4123.52170944062,2031.80865532351
"4148x4942",4148.44438086155,4941.76013352408
"4181x141",4181.42748888835,140.893983921502
"4237x4536",4236.82352126653,4536.03542498442
"4185x4791",4185.14818201377,4790.61085413081
"4244x1325",4244.13332161864,1324.90591424842
"4243x1800",4243.03995255845,1799.99857675364
"4225x1013",4225.21657384447,1013.20634985162
"4259x1532",4259.18513132004,1531.86979211224
"4260x2060",4259.89536142572,2059.8671302465
"4246x2764",4246.49901200342,2763.59875541923
"4223x3477",4222.82644263355,3477.21652506975
"4242x3944",4242.44401564008,3943.77651957548
"4272x4111",4271.57519015351,4110.75909279491
"4257x6184",4256.91290089854,6184.44548107824
"4305x2433",4304.90914070303,2433.45929052421
"4329x2615",4329.38479610085,2615.13741716049
"4356x5018",4356.34102773246,5018.40163132137
"4352x2301",4352.32319838737,2300.56850887508
"4335x3186",4335.46137572188,3186.13076791126
"4326x221",4326.3167052479,220.854697158556
"4372x952",4372.26019279005,951.568165051886
"4408x1718",4407.74519191755,1717.9229083827
"4384x2969",4384.45229081357,2968.62665791032
"4410x1265",4409.9535648374,1265.47237012367
"4412x3366",4412.19249783276,3366.2013073733
"4359x4303",4358.78515798481,4303.04215816896
"4411x2011",4411.10322782292,2010.50627947946
"4442x5438",4442.25618974751,5437.65594491201
"4453x1550",4452.59035973773,1549.64965443913
"4456x6137",4455.84839599862,6136.75259941852
"4434x5865",4433.67713423241,5864.68740634569
"4470x2600",4470.10989836933,2599.52521159439
"4440x6523",4440.21445138971,6523.07418327633
"4461x6335",4460.82375655759,6335.33314872079
"4533x267",4533.37290449715,266.919206136955
"4553x1880",4553.25405735491,1879.62942433708
"4568x2033",4568.22171149699,2033.22965611168
"4540x2178",4540.48897426878,2178.14264455207
"4550x591",4550.06126489138,590.81725648213
"4581x4791",4581.3474399164,4790.59349529781
"4600x5110",4599.92752423607,5109.82860706389
"4591x1113",4590.51504132888,1112.61725083453
"4569x2805",4569.47078999283,2805.49796000717
"4607x3591",4607.43979881191,3590.9069608594
"4645x3786",4645.27409448222,3786.14081338624
"4571x4499",4571.21450297141,4498.56642385862
"4602x5830",4602.10491333803,5830.1878566391
"4668x2568",4667.8319374437,2567.64854246124
"4605x4113",4604.77065400012,4112.75511812657
"4649x2340",4649.01133486766,2339.84192558496
"4660x6099",4659.59573208009,6099.21253629833
"4639x5451",4638.65739607416,5451.28301373589
"4696x1321",4696.20358028649,1321.46287266531
"4728x467",4727.54238223749,466.528275269872
"4740x5765",4740.44437637556,5765.24257481905
"4767x4775",4767.00164491139,4774.85997028547
"4758x5513",4758.17917361497,5513.24147674634
"4729x3461",4729.0869398352,3460.69308048312
"4749x77",4748.84570424784,77.0682848930054
"4843x4187",4842.74601441363,4187.24295697751
"4806x2217",4806.37665921935,2216.5155473781
"4826x623",4826.41690516547,623.296340548501
"4757x6474",4756.65596894822,6474.27821168229
"4851x5583",4851.48946784922,5582.66456485588
"4839x453",4839.42036881811,453.222883487008
"4834x802",4834.1089730955,802.415812555435
"4889x4414",4888.96928275227,4413.62197307121
"4879x2957",4879.12069843362,2956.79367456348
"4939x1376",4938.95641608529,1376.16114028899
"4878x5997",4878.15729016716,5997.47709979729
"4895x194",4894.52626819521,193.900498818588
"4876x3668",4876.38831598638,3667.95935056837
"4901x1679",4900.7607034009,1679.03637946882
"4922x5842",4921.51060278046,5842.15013432797
"4964x4957",4963.51288955768,4956.56805132064
"4924x3496",4924.16619328799,3495.71025487705
"4935x6168",4935.02407002188,6167.92118486101
"4956x376",4956.08701330504,376.218961717411
"4970x891",4969.63299449386,890.971701609487
"4983x1564",4982.94602153545,1564.46524961544
"4928x2030",4928.16467263873,2030.12962183611
"4958x2301",4958.46322149494,2300.64271982423
"4974x5673",4974.32798708998,5672.84060071137
"4988x1165",4987.71157096674,1165.09867568144
"5018x4663",5018.3264604811,4662.85637979979
"5041x3123",5041.03130463065,3122.51557100459
"5039x135",5038.93562962627,134.586440216157
"5025x1873",5024.65377509238,1872.74610506342
"5114x5332",5114.06543294718,5332.47344394267
"5052x3456",5051.79096310862,3455.6572906425
"5092x749",5091.97741115868,749.485294629494
"5087x2041",5086.53864566443,2041.39147556173
"5093x2447",5093.04116342545,2447.01349368816
"5140x4655",5139.93331489748,4654.67115711295
"5087x4141",5087.14564617779,4141.01021618873
"5124x6033",5123.73735632184,6033.2936091954
"5147x5131",5147.36559593314,5131.33467267521
"5135x2663",5134.50749762861,2662.96774909685
"5144x3400",5144.06629029321,3399.87470406119
"5154x934",5153.56583465399,933.524234020074
"5236x497",5235.78469352617,497.428417699724
"5178x1962",5177.98338999096,1961.70170833513
"5171x6326",5170.64335148104,6325.9398093832
"5212x1481",5211.67097572422,1481.46660124863
"5217x3635",5217.10141139571,3635.07662634966
"5188x185",5187.52883752549,184.791216859279
"5186x6539",5185.76225636436,6538.98031026253
"5263x3369",5263.38773199767,3369.33157226663
"5235x2914",5234.68531613117,2914.35024604061
"5268x1710",5267.92459453911,1709.87121740916
"5276x1912",5276.04177038224,1912.02212977802
"5224x3853",5224.37850671665,3853.17582005623
"5259x4019",5258.7367803258,4018.52933092845
"5318x252",5318.29060737956,251.981328519141
"5323x6014",5322.55779528842,6014.08472298577
"5301x3140",5301.17072864322,3140.33567839196
"5333x980",5333.36332738259,980.496051908816
"5327x4565",5327.28076234689,4564.80636500923
"5333x5168",5332.56165047368,5167.72706127493
"5310x1106",5309.82172237842,1106.21128813912
"5392x2208",5391.7544528467,2207.71191383872
"5358x4234",5357.98243782826,4234.18791523767
"5383x2974",5383.41279941637,2974.22388846107
"5411x2360",5410.74743030681,2359.99090873696
"5394x2522",5394.00931563119,2522.04833859019
"5387x5343",5386.98245028562,5342.80632496417
"5379x1247",5379.23322588032,1247.42879036094
"5457x2720",5457.27584444548,2720.00102216234
"5448x3084",5448.40235016084,3083.57657716799
"5449x91",5448.78837550678,90.9145113938208
"5426x1987",5425.79043028172,1987.36390216919
"5450x3822",5450.04342288799,3821.83531445206
"5459x3245",5458.76855817273,3244.65566262194
"5382x5676",5382.45096336724,5676.3686223435
"5502x836",5501.50523924025,835.586000750039
"5529x5741",5528.888104053,5740.68725643024
"5544x3587",5544.22991668181,3586.54875801386
"5561x5546",5560.87353223658,5545.62583263624
"5579x3979",5579.39750022602,3979.26263448151
"5572x1180",5571.61737393909,1179.9396904643
"5584x5972",5584.34457848226,5972.33195399074
"5590x1871",5590.39978023399,1871.40889405985
"5636x6494",5636.4302311425,6493.95504113258
"5606x113",5606.08210838515,113.164659052475
"5586x2061",5586.37005310947,2060.71349437496
"5568x4879",5567.66395390709,4878.56175729204
"5615x5345",5614.80368510947,5344.80459085969
"5613x1701",5613.197129602,1701.03659893106
"5649x5868",5648.75334883206,5868.20196317207
"5655x3238",5655.01312439379,3237.96047526673
"5681x575",5681.03671407315,574.68694418492
"5694x2130",5694.14460429231,2129.57016273037
"5699x3485",5699.24208350141,3484.72806575232
"5720x4929",5720.25948022467,4928.94738220657
"5702x2610",5702.04429460916,2610.0569087331
"5758x4447",5758.25951108486,4447.1861017877
"5745x194",5745.41540214501,193.523105026134
"5816x5967",5815.8444984693,5966.98779938772
"5798x3798",5798.10565058518,3798.48170311921
"5742x4044",5742.01133917037,4043.64472513277
"5801x2354",5801.19025840384,2353.53722518049
"5806x1995",5805.7220086951,1995.1374834604
"5783x4191",5782.81608253757,4191.29292644838
"5798x1832",5798.04120125104,1832.08543435246
"5819x1492",5819.13234446697,1492.1082275104
"5826x757",5826.4173072255,756.77469860021
"5849x1303",5848.80565650645,1302.63944900352
"5853x559",5853.28876092137,558.706314535346
"5884x2598",5884.34043842048,2597.83421042668
"5866x2897",5866.26274404135,2897.36320211645
"5814x4670",5814.18542657727,4670.02931665231
"5809x961",5809.05034561241,960.510600185451
"5909x2226",5908.58091145189,2226.4684021766
"5901x5338",5901.26306493108,5337.50074876166
"5896x168",5896.24398433128,168.164739165579
"5908x407",5908.06061010911,406.523669561345
"5865x5636",5865.137114266,5635.87725524993
"5888x6136",5888.25913000467,6136.01569069275
"5973x3340",5973.17841597852,3339.64750030509
"5911x3038",5911.21328098197,3038.27324362444
"5925x3713",5924.62020862134,3713.42572577605
"5948x1707",5948.38897262605,1706.9555112559
"5993x2471",5993.4566142718,2471.48743914314
"6019x4326",6019.38224606031,4326.33161536042
"5965x5125",5965.15462799064,5124.96101943318
"5984x6386",5984.05361305361,6386.34504662005
"6025x2721",6024.81349578257,2721.14200725317
"6013x559",6012.5263562753,559.13036437247
"6085x1775",6085.1559421957,1775.31724063556
"6040x3954",6040.3202630025,3953.57437640638
"6096x4794",6095.6664228237,4793.65224509702
"6088x794",6088.24321301697,793.547782991974
"6085x1967",6085.02263543377,1967.39771435787
"6156x2183",6156.27391891667,2183.02923469473
"6113x1179",6113.08870641738,1179.44742294088
"6092x6007",6092.21070152647,6006.89639493342
"6108x6133",6108.26282554126,6133.35095701286
"6146x6344",6145.68639250076,6343.54339280315
"6156x2828",6155.99946716398,2828.49424981129
"6130x1569",6130.15028359329,1568.58743431479
"6195x4581",6195.27925886898,4581.24172813488
"6198x5208",6198.46691885758,5207.93646680537
"6178x1382",6178.16909779836,1381.71138463062
"6187x5808",6186.99606189447,5807.59479333659
"6235x1853",6234.62928827445,1852.57647209421
"6232x5974",6232.08894531398,5973.55955584189
"6210x631",6210.13828471292,630.992526543655
"6288x853",6287.86603478956,852.796128844827
"6307x4064",6306.5997496697,4064.32635653524
"6271x420",6270.71759575722,419.855674720094
"6303x2808",6303.08017743277,2807.80185749931
"6280x4778",6279.65644424886,4778.35073436383
"6224x3399",6223.9947329822,3399.07607173812
"6335x1600",6335.28294534515,1600.15288013083
"6340x1974",6340.38513082323,1973.64050961801
"6346x5909",6345.5186303405,5908.80389619725
"6336x2494",6335.69482112436,2494.49206132879
"6410x1164",6410.14015254172,1164.12294320338
"6397x4394",6396.6724713666,4394.32685766002
"6473x5276",6472.58074579373,5276.29621695818
"6445x943",6445.14449813613,943.124948225873
"6480x2053",6479.56394059947,2053.31674208145
"6482x3285",6481.90813175502,3285.00088637273
"6539x904",6538.58577910516,903.700821319855
"6507x4885",6507.31233387309,4884.85448046195
"6554x3722",6554.21451212105,3721.50832182892
"6551x4199",6551.07741191233,4199.17530509401
"6536x602",6536.30408590885,602.318644141784
"6602x4466",6601.52660488437,4466.23945804344
"6587x1330",6587.00866343232,1329.97233033001
"6636x5138",6635.69759105248,5138.2302122168
"6661x3360",6660.9342890234,3359.77286335526
"6659x1919",6658.74445131202,1918.66272405462
"6680x472",6679.53555763824,472.068228678538
"6703x935",6702.99733978235,935.455208153394
"6639x4640",6638.70610584659,4640.10394689791
"6671x2502",6670.86942001364,2501.50224685702
"6748x1303",6748.48845048954,1303.15691504954
"6740x6295",6740.21235534094,6295.26084422613
"6731x1709",6730.61699378995,1709.15982956348
"6744x2301",6744.44908620974,2301.07515627005
"6776x3036",6776.30011660239,3036.01491912578
"6725x5468",6724.78053219222,5467.88441296542
"6792x1208",6792.406956642,1208.34295691861
"6778x1483",6778.19949629387,1482.94457184979
"6777x4498",6776.84806947036,4498.40096167648
"6812x5727",6812.18445912165,5727.19403731284
"6775x593",6774.83034726065,593.345012451577
"6851x1827",6850.96752679635,1826.65316924706
"6812x2844",6812.1372900336,2844.48174692049
"6801x3193",6800.63220669587,3193.27522143702
"6787x4074",6786.57843393913,4073.61928710197
"6843x5427",6843.07931510242,5426.64138394594
"6807x2682",6806.83127000032,2681.92678669554
"6800x6478",6799.74577508486,6477.59205387451
"6867x600",6867.34957669825,599.737905664181
"6857x3481",6856.94541484716,3480.84545281944
"6934x5074",6934.19606736288,5073.74304575532
"6860x818",6860.46042685108,817.890163348039
"6887x3674",6887.03874801001,3673.96301455538
"6893x2064",6893.26174592162,2063.73300599527
"6908x4381",6907.52230735602,4380.7859690297
"6966x2781",6966.08658766496,2781.3168866146
"6954x1072",6953.9014902819,1071.89260590902
"6973x3309",6972.94546693933,3309.24659168371
"6990x461",6990.43846196588,460.672778796466
"6986x5247",6986.06196547084,5246.56683467512
"6998x634",6997.60652437761,634.017998283059
"6974x2444",6974.34503718805,2443.56897723411
"7020x3603",7019.70862106172,3602.95481765214
"7030x3989",7030.00232169292,3988.67548483977
"6991x2247",6991.25046471188,2247.13539605445
"7024x891",7024.13012508687,891.116956219597
"6981x4674",6981.02074756673,4674.33302434636
"6999x6251",6999.39770226762,6250.73814652676
"7045x197",7045.05166013823,196.87110600685
"7044x3049",7043.95861471861,3049.36957575758
"7122x416",7122.45080747596,415.629758664489
"7085x2673",7085.37904315922,2672.79929033504
"7110x4547",7109.98661573058,4547.26391936926
"7139x5833",7138.96993963068,5832.86184303977
"7161x1005",7160.9283553142,1004.99437548487
"7204x774",7204.39443226745,774.036380768994
"7215x2682",7214.58959835221,2681.8987420921
"7183x5535",7183.46142679386,5535.05982994608
"7168x6500",7168.4913332142,6500.34973676614
"7223x267",7222.89187399819,267.384660951983
"7213x2350",7213.48452797203,2349.75146416084
"7217x2102",7217.45637314033,2102.25294196488
"7215x3064",7215.27418633858,3063.63749760531
"7226x4662",7226.28596093666,4661.54505233625
"7255x5179",7254.6467199051,5179.33017009468
"7284x85",7283.56316038805,84.9025972688513
"7262x476",7262.4521236109,476.287166996499
"7252x1100",7252.43571924948,1100.12157362366
"7302x1709",7302.38018058691,1709.16063205418
"7269x1825",7269.34220263724,1825.32376883746
"7296x2824",7295.84697850822,2824.26963337547
"7406x3123",7405.77912558381,3123.31881162429
"7328x5458",7327.96912262261,5457.86220149131
"7343x909",7343.14940014356,908.862289366647
"7449x1158",7448.96862385321,1158.23866555463
"7351x2080",7350.54667485524,2079.64449903492
"7334x3828",7334.18260890575,3827.57254342941
"7356x473",7355.57979764334,473.177915643086
"7377x2288",7377.18462175594,2287.67355052457
"7402x3502",7401.94565997888,3501.67167898627
"7362x4893",7362.33144200978,4892.6615401844
"7361x5991",7360.83310060509,5990.80700179533
"7458x4167",7457.96212628291,4166.72434181169
"7412x5866",7412.49406292543,5866.43737709877
"7463x426",7463.12319773834,426.354798178106
"7396x5638",7395.82640670429,5637.54007753264
"7466x4826",7466.17842588501,4826.0191977218
"7460x4513",7460.25982714283,4512.89054312728
"7480x5284",7479.93018983466,5284.24565700841
